name,bio,sponsers,insta-followers,insta-rank,yt-views,yt-rank,funded,paid,backers
Cristian Omar Ramírez García,"Goofy,   Monterrey MEX",None.,,,,,$0,$0,0
Craig Romey,"Goofy,  Age 25,  Los Angeles USA",None.,,,,,$0,$0,0
Cotie Robinson,"Goofy,  Age 24,  Louiville USA","Galaxie, Instrument, Huf.","1,465","1,904","8,951","1,121",$0,$0,0
Cordano Russell,"Goofy,  Age 13,  San Diego USA","Lakai, Bones Wheels, Finesse, Sundiego Boardshops, AYC, Silver Trucks, Glassy, Quantum Hardware, Stance Socks.","8,703",810,0,0,$0,$0,0
Dale Rimbach,"Goofy,  Age 9,  Boston USA",None.,,,,,$0,$0,0
Cole Reavis,"Goofy,  Age 22,  Winston Salem USA","NATIVE Skateboards, Blessed Wheels.",,,,,$0,$0,0
Cristian Ramsburgh,"Regular,  Age 22,  Coborca MEX","Emerica Shoes (flow), Levi's Skateboarding (flow), Sierra Hardware, Cowtown.","1,605","1,806",0,0,$0,$0,0
Cody Ricci,"Regular,  Age 19,  Boston USA",None.,,,,,$0,$0,0
Cristian Ramsburgh Quiroz,"Regular,   Ciudad de México MEX",None.,,,,,$0,$0,0
Cody Reid,AUS,None.,,,,,$0,$0,0
Cody Riley,"Age 26,  Revesby AUS","sock posse, supra footwear, kr3w denim, Zero skateboards, STM Skate SHOP, Independent Trucks, OJ Wheels, Sunday Hardware.","3,341","1,247",0,0,$0,$0,0
Cody Redman,"Goofy,  Age 17,  Detroit USA",None.,,,,,$0,$0,0
Cody Redmond,"Goofy,  Age 15,  Sandy USA",None.,,,,,$0,$0,0
Dallas Rollins,"Goofy,  Age 22,  Columbus USA",None.,,,,,$0,$0,0
Cornelius Rabe,Dresden DEU,TLOC 2014 Teilnehmer Dresden.,,,,,$0,$0,0
Christian Oehmke,"Regular,  Age 23,  Port Orange USA",None.,,,,,$0,$0,0
Christan Olivier,"Regular,  Age 19,  Baton Rouge USA",None.,,,,,$0,$0,0
Collin Rossell,"Regular,  Age 23,  Huntington USA","Urgh, RVCA, Nike.",,,,,$0,$0,0
Christian Ortega,"Goofy,  Age 26,  Tempe USA",Blumpkin Skateboards.,,,,,$0,$0,0
Cody Rosenthal,"Goofy,  Age 25,  Albany USA","Seasons, Politic flow trash.",,,,,$0,$0,0
Chris Olague,"Goofy,  Age 25,  Houston USA",None.,,,,,$0,$0,0
Codie Rudder,"Regular,  Age 22,  Chatsworth USA","Boarders, Rasta Clat, Spitfire.",,,,,$0,$0,0
Chad Osburn,"Age 26,  Fresno USA","Kink Bikes, G-sport wheels, Relic parts.","14,034",613,0,0,$0,$0,0
Cassie Oseguera,Santa Cruz USA,Silly Girl Skateboards.,,,,,$0,$0,0
Chris Ochoa,"Goofy,  Age 19,  Los Angeles USA",None.,,,,,$0,$0,0
Cash Oshea,"Goofy,  Age 16,  St. Petersburg USA",Freshly Squeezed.,,,,,$0,$0,0
Chris Oliver,"Goofy,  Age 35,  London GBR","Theeve Trucks, Parlour, Yes Fam, VANS.","1,605","1,806",0,0,$0,$0,0
Chaz Ortiz,"Regular,  Age 23,  Chicago USA","Zoo York, FKD, Silver Trucks, Diamond Supply Co., Grizzly Grip, Ethika, JBL.","553,247",21,"6,939,127",20,$0,$0,0
Charlie Ortuno,"Regular,  Age 22,  Santa Ana USA",Rhythm Skateshop.,"1,038","2,310",0,0,$0,$0,0
Dalton Ruzewski,"Regular,  Age 19,  Buffalo USA",None.,,,,,$0,$0,0
Carlos Ortiz I,"Regular,  Age 32,  Penryn USA","Milosport Auburn, Avenue Trucks.",214,"3,447",0,0,$0,$0,0
Caleb Olsen,"Goofy,  Age 18,  Salt Lake City USA",None.,,,,,$0,$0,0
Carlos Ortiz,"Goofy,  Age 16,  Phoenix USA",None.,,,,,$0,$0,0
Bubba Olguin,"Regular,  Age 11,  Phoenix USA",None.,,,,,$0,$0,0
Chris Ortiz,Costa Mesa USA,None.,"
                ","
                ",,,$0,$0,0
Brian O'Dwyer,"Goofy,  Age 18,  Westfield USA","DC, Travel Skate Shop.","2,210","1,539",0,0,$0,$0,0
Carter Oeflein,"Goofy,  Age 18,  Jackson USA","Alumni Boardshop, eS footwear, SoGnar Clothing.","3,249","1,271","2,678","1,365",$0,$0,0
Chanelle Olivier,"Regular,  Age 22,  Pretoria ZAF",Sick Tricks.,,,,,$0,$0,0
Austin Pastura,"Regular,  Age 22,  Cincinati USA","Galaxie Skate Shop, Chocolate (flow).",,,,,$0,$0,0
Caden Olson,"Regular,  Age 15,  Lincoln USA",None.,,,,,$0,$0,0
Augusto Pravatti,"Goofy,  Age 30,  Sao Paulo BRA",S.A.M..,,,,,$0,$0,0
Bryan Olivarez,"Goofy,  Age 22,  Leander USA",None.,,,,,$0,$0,0
Brian Olivarez,"Age 22,  Austin USA",None.,,,,,$0,$0,0
Armando Parra,"Regular,  Age 19,  Hermosillo MEX",None.,,,,,$0,$0,0
Ariel Pilar,"Regular,   Florianópolis BRA","Stoned Burger, Drop Family, Hi Adventure, RTMF.","1,673","1,762",0,0,$0,$0,0
Anthony Pitti,"Goofy,  Age 21,  Daytona USA","Maui Nix Skateshop, SFC Jericho Skatepark.",747,"2,659",0,0,$0,$0,0
Anthony Perrin,Lyon FRA,None.,,,,,$0,$0,0
Anthony Pantoja,"Goofy,  Age 17,  Palmdale USA","Pharmacy, Kick Push, Cliche (flow).",,,,,$0,$0,0
Brian Orourke,"Goofy,  Age 24,  Titusville USA",None.,,,,,$0,$0,0
Anthony Porter,"Regular,  Age 17,  Dallas USA",None.,,,,,$0,$0,0
Arturo Paredes,"Regular,  Age 17,  Evans USA",None.,,,,,$0,$0,0
Brendan O'Connor,"Regular,  Age 26,  Springfield USA","Theory, Defiant Wheels, Hoodlum Skateboards, The Collective Clothing Company, Dang Shades, Tork Trucks, DC (flow).",,,,,$0,$0,0
Anthony Pshebelski,"Goofy,  Age 26,  Temecula USA","Fallen, Insight, Indy.",,,,,$0,$0,0
Bryce Oesch,"Goofy,  Age 20,  Dallas USA",None.,,,,,$0,$0,0
Andrew Peterson,"Goofy,  Age 17,  Phoenix USA",None.,,,,,$0,$0,0
Andrew Penrciaro,"Regular,  Age 23,  Las Vegas USA",None.,,,,,$0,$0,0
Andrew Pena,"Goofy,  Age 17,  Chicago USA",None.,,,,,$0,$0,0
Andrew Powers,"Goofy,  Age 16,  Dallas USA","Index Skate Shop, Hosoi Skateboards (flow), Bones Wheels (flow), Andale Bearings (flow), Jessup Griptape.","1,184","2,153",647,"1,549",$1,$0,1
Anferney Preston,Eustis USA,None.,,,,,$0,$0,0
Andrei Pavlou Cavalcante Lins,"Regular,  Age 20,  Lisbon PRT",None.,,,,,$0,$0,0
Andre Pereira,PRT,None.,,,,,$0,$0,0
Antonio Pekovic,"Regular,   Zagreb HRV","Chill skateshop, Popknee, Ashes Griptape, Target Bags, Kult, Kape Skateboards.",,,,,$0,$0,0
Andrew Parrott,"Regular,  Age 13,  Del Rey Beach USA",None.,,,,,$0,$0,0
Jaron Snarr,"Regular,  Age 16,  Salt Lake City USA",None.,,,,,$0,$0,0
Jared Stull,"Goofy,  Age 15,  Denver USA",None.,,,,,$0,$0,0
Andy Patterson,Western Springs USA,"Cons, Uprise skateshop.",,,,,$0,$0,0
Jared Stoffel,"Goofy,  Age 24,  Colorado Springs USA",None.,,,,,$0,$0,0
Jared Smith,"Goofy,  Age 23,  Lawrence USA","Pig Wheels, Catspray Griptape, Hungrybear Hardware, Space Camp.","1,375","1,977","2,653","1,366",$0,$0,0
James Sedo,"Regular,  Age 20,  Kansas City USA",None.,,,,,$0,$0,0
Andrea Piruzzi,"Age 11,  Roma ITA",None.,,,,,$0,$0,0
Andrew Pott,"Regular,  Age 28,  Inglewood USA","Famous Stars and Straps, Kontrol Wheels, Warning Skate Shop, Black Bear Energy Drink, Dogtown.","6,571",916,0,0,$0,$0,0
James Stewart,"Regular,  Age 15,  Bend USA","Aspect Boards and Brews, Bearings skate academy, Salty skateboards, Findlay Hats.",866,"2,518",0,0,$0,$0,0
Jamon Swift,"Goofy,  Age 22,  Oakland USA",None.,,,,,$0,$0,0
James Smith,"Regular,  Age 24,  Dallas USA",None.,,,,,$0,$0,0
Anthonin Pareau,USA,None.,,,,,$0,$0,0
Jamar Salizbury,"Regular,  Age 12,  Minneapolis USA",None.,,,,,$0,$0,0
James Sayres,"Regular,  Age 23,  Long Island USA","Bunger, Northern Company.",,,,,$0,$0,0
Jakob Siegl,"Goofy,  Age 16,  Innsbruck AUT",None.,,,,,$0,$0,0
James Skaf,BRA,None.,,,,,$0,$0,0
Jake Simon,"Age 21,  Orlando USA",None.,,,,,$0,$0,0
James Slocum,"Goofy,  Age 19,  Columbus USA",Cuckoos Nest.,,,,,$0,$0,0
Jake Specht,"Goofy,  Age 24,  Detroit USA",None.,,,,,$0,$0,0
Jake Stuart,"Goofy,  Age 22,  Vancouver USA",None.,,,,,$0,$0,0
Jake Sorenson,"Regular,  Age 15,  Philadelphia USA",None.,,,,,$0,$0,0
Jake Swift,"Goofy,  Age 11,  Denver USA",None.,,,,,$0,$0,0
Jake Senger,"Age 15,  New Lebanon USA",None.,,,,,$0,$0,0
Jake SLater,"Goofy,  Age 20,  Dallas USA",None.,,,,,$0,$0,0
Jakub Sindelar,CZE,None.,,,,,$0,$0,0
Jake A Smith,"Regular,  Age 30,  Salt Lake City USA","Volcom, Nook Life.","2,359","1,492",0,0,$0,$0,0
Jake Sykes,"Regular,  Age 26,  Jacksonville USA","Reality Grip, The Block Skate Supply, Florida Gold Skate Wax, Adidas (flow), Pyramid Skateboards.","4,029","1,142",608,"1,557",$0,$0,0
Jake Skrdla,"Goofy,  Age 17,  Glendale USA",None.,,,,,$0,$0,0
Jake Salvati,"Goofy,  Age 13,  Windermere USA",None.,,,,,$0,$0,0
Jahmal Smith,"Goofy,   Philladelphia USA","Palace, Nocturnal.",,,,,$0,$0,0
Jade Snyder,"Goofy,  Age 25,  Las Vegas USA",None.,,,,,$0,$0,0
Jamar Salisbury,"Regular,  Age 22,  St. Paul USA",None.,,,,,$0,$0,0
Jake Santema,"Goofy,  Age 16,  Austin USA",None.,458,"3,086",0,0,$0,$0,0
Jacob Sandin,"Goofy,  Age 27,  San Diego USA","Route 44 (Flow), Cliche (Flow), Theeve.",,,,,$0,$0,0
Jacob Santa Anna,"Goofy,  Age 20,  Dallas USA",None.,,,,,$0,$0,0
Jackson Stern,"Regular,  Age 17,  Westlake Village USA","Skatelab, Nike SB, Freedom Artists, Almost, S-One Helmets, Tensor, Carver, Ricta.",842,"2,544",0,0,$0,$0,0
Jake skrdln,"Goofy,  Age 17,  PHX USA",None.,,,,,$0,$0,0
Jacob Smolka,"Age 24,  Darmstadt DEU",Vadder Skateboards.,,,,,$0,$0,0
Jake Selover,"Goofy,  Age 20,  Bend USA","Volcom, Adidas, Lifeblood, Tactics.",,,,,$0,$0,0
Jacob Sponsky,"Goofy,  Age 13,  Fairfax USA",Skamis.,"3,383","1,239",0,0,$0,$0,0
Clint Reynolds,"Age 31,  Derry USA","S&M, Tree, Etnies.",,,,,$0,$0,0
Clayson Reece,"Goofy,  Age 22,  Seattle USA",None.,,,,,$0,$0,0
Clay Romero,"Regular,  Age 19,  Phoenix USA",None.,,,,,$0,$0,0
Clark Robinson,"Regular,  Age 22,  Colorado Springs USA",Blindside Colorado.,,,,,$0,$0,0
Jacob Seidman,"Goofy,  Age 16,  Jupiter USA",None.,"1,205","2,131",0,0,$0,$0,0
Christopher Rawlins,"Goofy,  Age 21,  Dar es salaam TZA",None.,624,"2,856",0,0,$0,$0,0
Jack Sabback,"Regular,   Philadelphia USA","Hi-Fi Wheels, Ipath, Independent, Traffic.",,,,,$0,$0,0
Christopher Romkey,"Goofy,  Age 17,  Tampa USA",None.,,,,,$0,$0,0
Jackson Smith,Charleston USA,None.,,,,,$0,$0,0
Christoph Radtke,"Regular,  Age 27,  Hannover DEU","Darkstar Skateboards, Spitfire, Thunder Trucks, Skate Deluxe, Creamer Recycling, The Mos Family, Grizzly,Skate balm.","11,003",703,0,0,$0,$0,0
Christoph Radke,"Regular,   Hanover DEU",Emillion.,,,,,$0,$0,0
CJ Romero,"Goofy,  Age 34,  San Marcos USA","36 Party Players, Bad Dads.",,,,,$0,$0,0
Chyanne Reese,"Regular,  Age 21,  Stuart USA",Surf Central.,,,,,$0,$0,0
Clayton Roberts,"Age 26,  New Port Richey USA",None.,,,,,$0,$0,0
Christian Rivera PR,"Goofy,  Age 24,  Barceloneta PUR",None.,,,,,$0,$0,0
Christian Rigal,La Mesa USA,None.,,,,,$0,$0,0
Christoph Rediger,"Regular,  Age 24,  Riehen CHE","Doodah, RVCA, Powell, Stance Socks, Bones.",,,,,$0,$0,0
Chris Ray,USA,None.,,,,,$0,$0,0
Chris Ruberio,"Regular,  Age 22,  Las Vegas USA",None.,,,,,$0,$0,0
Chris Ramon,"Regular,  Age 22,  Corpus Christi USA",Benjamin's.,,,,,$0,$0,0
Chris Ross,"Goofy,  Age 29,  OKC USA",None.,,,,,$0,$0,0
Christian Ramlal,"Regular,  Age 21,  Miami USA","Mad About Skateboarding, Underground Skills, Untrained Gorillaz.",754,"2,649",0,0,$0,$0,0
Chris Rodgers,"Regular,  Age 28,  Moore USA",None.,,,,,$0,$0,0
Christian Ruiz,"Regular,  Age 19,  Tucson USA",None.,,,,,$0,$0,0
Christoper Ramon,"Regular,  Age 23,  Dallas USA",None.,,,,,$0,$0,0
Christian Roberts,"Goofy,  Age 15,  Atlanta USA",None.,,,,,$0,$0,0
Christian Rutkowski,"Goofy,  Age 21,  Pittston USA","Fallen, Girl, and the Homies.",,,,,$0,$0,0
Chris Roberts,"Regular,   Malibu USA","Chocolate, Hi Fidelity, Independent, SUPERbrand.","44,640",274,"629,953",270,$0,$0,0
Chris Reitz,"Goofy,  Age 24,  Tampa USA",None.,,,,,$0,$0,0
Chris Russell,"Goofy,  Age 20,  Hermosa Beach USA","Creature, Indy, Bones, S-One, Skeleton Key, Vans, ET Surf and Skate, Layback Beer, Smoker's Choice Papers, Pizzanista, Red Bull, Happy Hour, Bronson, Independent.","47,746",258,"684,355",255,$0,$0,0
Chase Robinson,"Regular,  Age 26,  Houston USA",None.,,,,,$0,$0,0
Chris Roque,"Goofy,  Age 19,  Palm Bay USA",Mom.,679,"2,762",0,0,$0,$0,0
Chili Ruiz,"Regular,  Age 39,  Phoenix USA","Poly Grip, Icy Hot, Coors.",,,,,$0,$0,0
Chase Robbins,"Regular,  Age 26,  Houston USA",None.,903,"2,474",0,0,$0,$0,0
Chad Reasor,"Goofy,  Age 21,  Dallas USA",None.,,,,,$0,$0,0
Chad Ressa,"Regular,  Age 18,  Mesa USA","Phoenix Skateboards, KTR.",915,"2,458",0,0,$0,$0,0
Cecilia Ramírez Hernández,"Regular,   Tultitlán MEX","Llantas Caracol, Ahau Lijas.","2,493","1,438",0,0,$0,$0,0
Chad Riese,"Goofy,  Age 25,  Tampa USA",None.,,,,,$0,$0,0
Charles Rivaro,USA,None.,,,,,$0,$0,0
Brandon Owens,"Regular,  Age 28,  Cibilo USA",None.,,,,,$0,$0,0
Boipelo Olisamaka,"Goofy,    USA",None.,,,,,$0,$0,0
Brain Oirtz,"Goofy,  Age 26,  Tampa USA",None.,,,,,$0,$0,0
Blake Odom,"Goofy,  Age 19,  Lakeland USA",None.,,,,,$0,$0,0
Cash Recanzone,"Goofy,  Age 22,  Phoenix USA",None.,,,,,$0,$0,0
Benji Orville,"Regular,  Age 23,  South Windsor USA",None.,,,,,$0,$0,0
Ben Opp,"Regular,  Age 17,  Arvada USA",None.,,,,,$0,$0,0
Charles Robertson,"Regular,  Age 17,  Sydney AUS","Nike SB, Chocolate, U.P.S.","1,858","1,685",0,0,$0,$0,0
Ben Orville,"Regular,  Age 23,  Parrish USA",The Shop.,,,,,$0,$0,0
Barde Oliver,AUS,None.,,,,,$0,$0,0
Berkan Ozdemir,"Regular,  Age 19,  Izmir TUR","Twiggy Spor,.",,,,,$0,$0,0
Austin O'Brien,"Regular,  Age 20,  Virginia Beach USA","17th Street Surf Shop, Vans (flow), Volcom (flow), Tork Trucks (flow).",,,,,$0,$0,0
Austin OBrien,"Regular,  Age 21,  Cape Coral USA",None.,,,,,$0,$0,0
Ashley O'gorman,"Goofy,  Age 20,  New York USA",CT Bike.,,,,,$0,$0,0
Armand Oelofse,"Regular,  Age 26,  Windhooek NAM",None.,,,,,$0,$0,0
Antoni Oro,Mallorca ESP,SwitchPeople.,,,,,$0,$0,0
Anthony Ornelas,"Goofy,  Age 21,  Denver USA",None.,,,,,$0,$0,0
Benton Obregon,Minnetonka USA,None.,,,,,$0,$0,0
Anthony Ortiz,"Regular,  Age 19,  Land o Lakes USA","5 Star Skate Shop, Skate Aid.",,,,,$0,$0,0
Arthur Ortiz,"Regular,  Age 19,  Sacramento USA",None.,,,,,$0,$0,0
Benjamin Ortegan,"Regular,  Age 12,  Hollywood USA",None.,,,,,$0,$0,0
Ben Ostler,"Regular,  Age 19,  Orem USA",None.,,,,,$0,$0,0
Angus Owens,AUS,None.,,,,,$0,$0,0
Boris Oleinikov,RUS,Footwork Skateboards.,"1,925","1,652",0,0,$0,$0,0
Alexy Ortiz,"Goofy,  Age 15,  Buffalo USA",None.,,,,,$0,$0,0
Andrew Oliveira,"Regular,  Age 22,  Columbus USA",None.,,,,,$0,$0,0
Anthony Ocampo,"Goofy,  Age 17,  Sun Valley USA",None.,488,"3,035",0,0,$0,$0,0
Alex Olivera,"Goofy,  Age 27,  Queens USA",None.,,,,,$0,$0,0
Cali Ortiz,"Regular,  Age 20,  Buffalo USA",None.,,,,,$0,$0,0
Alejandro Olivarria,San Luis Rio Colorad MEX,None.,,,,,$0,$0,0
Angel Ortega,"Goofy,  Age 19,  San Jose USA","Ouderspace Skateboards, Krux Trucks, Knowgood Hardware.","2,160","1,560","3,361","1,319",$0,$0,0
Alberto Olivier,"Goofy,  Age 22,  Kew Gardens USA",Matt Dags.,742,"2,665",0,0,$0,$0,0
Alonso Ordaz,"Regular,  Age 22,   MEX",Anima Skateshop.,346,"3,263",0,0,$0,$0,0
Alex Oelfke,"Goofy,  Age 26,  Lacrosse USA",None.,,,,,$0,$0,0
Angel Olguin,"Regular,  Age 11,  Phoenix USA",None.,,,,,$0,$0,0
Adrian aka Worm Ortega,"Regular,  Age 27,  Phoenix USA","Lamebrain Skateboards, Pirate Co., Asylum Skateshop, Chauntae Handmedown Wheels.",,,,,$0,$0,0
Alexis G Olmos,MEX,None.,,,,,$0,$0,0
Adrian Ortiz,"Regular,  Age 14,  Kansas City USA",None.,,,,,$0,$0,0
Alex Olson,"Goofy,  Age 31,  Los Angeles USA","Bianca Chandon, Indy, Spitfire, Supreme, Nike.","97,082",149,"1,483,169",157,$0,$0,0
Amy Pineda,"Goofy,  Age 20,  Oakland USA",Highschool Drop Out.,261,"3,378",0,0,$0,$0,0
Alvaro Porque,BRA,None.,,,,,$0,$0,0
Adam Obrochta,"Goofy,  Age 19,  Chicago USA",None.,,,,,$0,$0,0
Alexander Pineda,"Regular,  Age 16,  Spring USA",None.,,,,,$0,$0,0
Alexandre Poupa,Porto Alegre BRA,None.,"1,375","1,977",0,0,$0,$0,0
Amee Jay Papelera,"Age 25,  Lakeland USA","Syndicate Skateboards, Continuous Clothing.",,,,,$0,$0,0
Alexis Palafox,"Goofy,  Age 18,  Nogales MEX",None.,,,,,$0,$0,0
Alexis Perez,"Regular,  Age 20,  Phoenix USA",None.,,,,,$0,$0,0
Alexander Powers,"Age 23,  Bakersfield USA",None.,,,,,$0,$0,0
Allan Potter,"Goofy,  Age 19,  Uniondale USA",None.,"3,505","1,215",0,0,$0,$0,0
Alex Perkins,"Goofy,  Age 21,  Davenport USA",None.,,,,,$0,$0,0
Alex Prado,"Goofy,  Age 19,  Cape Coral USA",None.,,,,,$0,$0,0
Alex Pinon,Tampa USA,None.,,,,,$0,$0,0
Alfred Payne,"Regular,  Age 12,  Ann Arbor USA",None.,,,,,$0,$0,0
Alex Pleskovitch,"Regular,  Age 14,  Phoenix USA",None.,,,,,$0,$0,0
Alex Petho,AUS,None.,,,,,$0,$0,0
Alex Peavey,"Regular,  Age 24,  Polk City USA",None.,"
                ",,,,$0,$0,0
"Alejandro ""Alex"" Perez","Goofy,  Age 20,  Dallas USA",None.,,,,,$0,$0,0
Alex Pellegrino,"Regular,  Age 22,  Tampa USA",Destructo (flow).,,,,,$0,$0,0
Alan Roberto Plascencia Camacho,"Goofy,  Age 16,  Aguascalientes MEX","Wesi, Skuadron, Date Play.",374,"3,204",0,0,$0,$0,0
Alek Patton,"Goofy,  Age 18,  Lake Fairfax USA",None.,,,,,$0,$0,0
Alex Paz,"Regular,  Age 22,  Denver USA",None.,,,,,$0,$0,0
Al Partanen,"Regular,  Age 45,  Milwaukee USA","Creature, Independent, Spitfire, Sabre, Nike, Commune.","26,164",408,"190,845",460,$0,$0,0
AJ Preston,"Regular,  Age 21,  Eustis USA",None.,,,,,$0,$0,0
Alessandro Pistocchi,"Age 24,  Cesena ITA",None.,,,,,$0,$0,0
Adilson Pedro,"Goofy,  Age 18,  Almada PRT",Afirma Skate Shop.,,,,,$0,$0,0
Alex Perelson,"Regular,  Age 26,  San Diego USA","Rock Star, Welcome, Vans, Thunder, Spitfire, Protec, 187, Stance Socks, Bronson, Skeleton Key.","21,993",462,"28,655",821,$0,$0,0
Alejandro Pereira,La Coruña ESP,Escuela Maroña Indoor.,,,,,$0,$0,0
Alex Patterson,Spokane USA,"Circa, Riggz Indoor SkatePark.",,,,,$0,$0,0
Adrian Poncet,"Age 29,  Chamonit Mont Blanc FRA",None.,,,,,$0,$0,0
Jack Singelton,"Age 13,  Austin USA",None.,,,,,$0,$0,0
Addison Peacock,"Regular,  Age 22,  Phoenix USA",Phoenix Skateboards.,,,,,$0,$0,0
Jack Steinberg,"Goofy,  Age 16,  Margate USA",None.,115,"3,558",0,0,$0,$0,0
Jack Sharples,"Regular,  Age 13,  Los Gatos USA",None.,,,,,$0,$0,0
Adam Perfecto,"Regular,  Age 20,  Houston USA",None.,,,,,$0,$0,0
Alex Pugh,"Regular,  Age 25,  Glendale USA",None.,,,,,$0,$0,0
Jack Spanbauer,"Regular,  Age 24,  Boulder USA","Meta, Null, Lakai, Team Sweatstain.",,,,,$0,$0,0
Jack Susak,"Regular,  Age 12,  Thousand Oaks USA","Sk8everyday Clothing (San Diego), The Garage Boardshop (Los Angeles).","1,340","2,010",0,0,$0,$0,0
Isse Sadi,"Regular,  Age 23,  Phoenix USA",None.,,,,,$0,$0,0
Issac Siems,"Goofy,  Age 28,  Oklahoma USA","Blades,.",,,,,$0,$0,0
Isiah Sanchez,"Age 21,  Denver USA",303 Board Shop.,,,,,$0,$0,0
Isiah Sharrer,"Regular,  Age 21,  Atlanta USA",None.,,,,,$0,$0,0
Jack Straiton,"Regular,  Age 19,  Cocoa Beach USA","Colony BMX, Monster Army, Legit Crown, EmmittBMX.","39,770",304,0,0,$0,$0,0
Jack Slaybaugh,"Regular,  Age 11,  Phoenix USA",None.,,,,,$0,$0,0
Ivanov Saarinen-Boek,"Regular,  Age 21,  London GBR",Trojan Skateboards.,,,,,$0,$0,0
Jace St. John,"Regular,  Age 16,  Nolanville USA",None.,251,"3,394",0,0,$0,$0,0
Isaiah Sharrer,"Regular,  Age 21,  Locasgrove USA",None.,,,,,$0,$0,0
Ivan Sastre Rodriguez,ESP,None.,,,,,$0,$0,0
Isaiah Smith,"Regular,  Age 15,  Dallas USA",None.,,,,,$0,$0,0
Isaiah Stroud,"Regular,  Age 13,  Vancouver CAN",None.,,,,,$0,$0,0
Isaih Santiago,"Goofy,  Age 14,  Los Angeles USA",None.,,,,,$0,$0,0
Igor Smith,"Goofy,  Age 26,   BRA","Urgh, Pb.Skateart, Ecoboard, Joy Division.","4,203","1,125",0,0,$0,$0,0
Isaiah Snelling,"Goofy,  Age 20,  Riverview USA",None.,,,,,$0,$0,0
Adam Pacynco,AUS,None.,,,,,$0,$0,0
Husayn Smart,GBR,None.,,,,,$0,$0,0
Innocent Sichande,"Goofy,  Age 18,  Lusaka ZMB",Doyenskateshop Zambia.,399,"3,171",580,"1,562",$0,$0,0
Isaiah Soberg,"Goofy,  Age 21,  Laveene USA",None.,,,,,$0,$0,0
Hunter Scribner,"Goofy,  Age 21,  Elk Grove USA",UNFTNT.,,,,,$0,$0,0
Ian Smith,"Goofy,  Age 25,  Orlando USA","Hyperlite Wakeboards, Aktion Parks, Performance Ski & Surf, C4 Belts.","1,130","2,199",864,"1,508",$0,$0,0
Hunter Simmons,USA,None.,,,,,$0,$0,0
Ian Strandberg,"Regular,  Age 2,  Denver USA",None.,,,,,$0,$0,0
Hunter Sanders,"Goofy,  Age 23,  Myrtle Beach USA",None.,,,,,$0,$0,0
Hunter Soechtig,"Goofy,  Age 13,  Sarasota USA",180 Skate.,694,"2,740",0,0,$0,$0,0
Howie Summers,"Age 14,  Oklahoma City USA",None.,,,,,$0,$0,0
Hudson Schuckman,"Goofy,  Age 13,  Kansas City USA",None.,,,,,$0,$0,0
Isaiah Santiago,"Goofy,  Age 14,  Downey USA",None.,,,,,$0,$0,0
Houston Sawyer,"Goofy,  Age 16,  Centon USA",Asheville Street and Dirt.,,,,,$0,$0,0
herman Sileu,"Goofy,  Age 17,   USA",None.,,,,,$0,$0,0
Hermann Stene,"Regular,  Age 24,  Larvik NOR","Real, adidas, Volcom Europe, Spifire, Independent, Smoothie Exchange.","17,735",535,"204,429",455,$0,$0,0
Carlos Rodriguez,Toledo ESP,"Maple, Southpark Indoor.",,,,,$0,$0,0
Carlos Ramirez,"Regular,  Age 21,   USA",None.,,,,,$0,$0,0
Carlos Rodriguez N,León MEX,None.,,,,,$0,$0,0
Hunter Sanmarco,"Goofy,  Age 11,  Queen Creek USA",None.,,,,,$0,$0,0
Carlos Ramirez Dill,"Goofy,  Age 28,  Venustiano Carranza MEX",None.,195,"3,476",0,0,$0,$0,0
Carter Riley,"Regular,  Age 20,  Baton Rouge USA",None.,,,,,$0,$0,0
Carlos Romero,"Regular,    USA",Warning Skate Shop.,,,,,$0,$0,0
Camilo Russi,"Age 20,   COL",None.,,,,,$0,$0,0
Ace Pelka,"Goofy,   Oceanside USA","Assault Skateboards, Independent Trucks, Speedlab Wheels, DC Shoes, The House of Vista Skateshop, Plague Hardware.","6,673",909,0,0,$0,$0,0
Carlos Reyes,"Goofy,  Age 17,  anapolis USA",None.,,,,,$0,$0,0
Cameron Rettig,"Regular,  Age 21,  San Diego USA",None.,,,,,$0,$0,0
Hippie Steve,"Goofy,  Age 35,  Glendale USA",None.,,,,,$0,$0,0
Carlos Ribeiro,"Regular,  Age 25,  Novo Hamburgo BRA","Primitive, Nike SB, LRG, Independent, Crupiê Wheels, Andale Bearings, Grizzly, Diamond, Helas.","199,354",55,"4,080,987",40,$0,$0,0
Calvin Riggs,"Goofy,  Age 27,  Tulsa USA",None.,,,,,$0,$0,0
Camen Reynolds,"Regular,  Age 16,  Denver USA",None.,,,,,$0,$0,0
Carlie Randle,"Regular,  Age 15,  Baton Rouge USA",None.,,,,,$0,$0,0
Carlos Rodriguezz,"Goofy,  Age 17,  Denver USA",None.,,,,,$0,$0,0
Caleb Rose,"Goofy,  Age 17,  Portland USA",None.,,,,,$0,$0,0
Hunter Scripnar,"Goofy,  Age 21,  Sac USA",None.,,,,,$0,$0,0
Byron Ready,"Goofy,  Age 27,  Ontario CAN","etnies, The Ward Skatepark.",,,,,$0,$0,0
Caleb Roepke,"Goofy,  Age 15,  Minn USA",None.,,,,,$0,$0,0
Bryce Rheeder,"Goofy,  Age 21,  Johansburg ZAF",Element (flow).,,,,,$0,$0,0
Callum Roberts,Darwin AUS,None.,,,,,$0,$0,0
